,Section,Code,Main_code,Sup_code,Sub_code,Description
2195,J,61.30.2 ,61,30,2,Деятельность по предоставлению услуг трансляции телерадиоканалов по сетям спутникового телерадиовещания                                                                                                                                                                                                                                                                                                                                                                                                             
2196,J,61.9    ,61,9 , ,Деятельность в области телекоммуникаций прочая                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2197,J,61.90   ,61,90, ,Деятельность в области телекоммуникаций прочая                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2198,J,62      ,62,  , ,"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги                                                                                                                                                                                                                                                                                                                                                                                           "
2199,J,62.0    ,62,0 , ,"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги                                                                                                                                                                                                                                                                                                                                                                                           "
2200,J,62.01   ,62,01, ,Разработка компьютерного программного обеспечения                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2201,J,62.02   ,62,02, ,Деятельность консультативная и работы в области компьютерных технологий                                                                                                                                                                                                                                                                                                                                                                                                                                             
2202,J,62.02.1 ,62,02,1,"Деятельность по планированию, проектированию компьютерных систем                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
2203,J,62.02.2 ,62,02,2,Деятельность по обследованию и экспертизе компьютерных систем                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2204,J,62.02.3 ,62,02,3,Деятельность по обучению пользователей                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2205,J,62.02.4 ,62,02,4,Деятельность по подготовке компьютерных систем к эксплуатации                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2206,J,62.02.9 ,62,02,9,Деятельность консультативная в области компьютерных технологий прочая                                                                                                                                                                                                                                                                                                                                                                                                                                               
2207,J,62.03   ,62,03, ,Деятельность по управлению компьютерным оборудованием                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2208,J,62.03.1 ,62,03,1,Деятельность по управлению компьютерными системами                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2209,J,62.03.11,62,03,1,Деятельность по управлению компьютерными системами непосредственно                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2210,J,62.03.12,62,03,1,Деятельность по управлению компьютерными системами дистанционно                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2211,J,62.03.13,62,03,1,Деятельность по сопровождению компьютерных систем                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2212,J,62.03.19,62,03,1,"Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки                                                                                                                                                                                                                                                                                                                                                                                                                    "
2213,J,62.09   ,62,09, ,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая                                                                                                                                                                                                                                                                                                                                                                                                                 "
2214,J,63      ,63,  , ,Деятельность в области информационных технологий                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2215,J,63.1    ,63,1 , ,"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет                                                                                                                                                                                                                                                                                                                                                               "
2216,J,63.11   ,63,11, ,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность                                                                                                                                                                                                                                                                                                                                                                                                     "
2217,J,63.11.1 ,63,11,1,Деятельность по созданию и использованию баз данных и информационных ресурсов                                                                                                                                                                                                                                                                                                                                                                                                                                       
2218,J,63.11.9 ,63,11,9,Деятельность по предоставлению услуг по размещению информации прочая                                                                                                                                                                                                                                                                                                                                                                                                                                                
2219,J,63.12   ,63,12, ,Деятельность web-порталов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2220,J,63.12.1 ,63,12,1,Деятельность сетевых изданий                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2221,J,63.9    ,63,9 , ,Деятельность в области информационных услуг прочая                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2222,J,63.91   ,63,91, ,Деятельность информационных агентств                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2223,J,63.99   ,63,99, ,"Деятельность информационных служб прочая, не включенная в другие группировки                                                                                                                                                                                                                                                                                                                                                                                                                                        "
2224,J,63.99.1 ,63,99,1,Деятельность по оказанию консультационных и информационных услуг                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2225,J,63.99.11,63,99,1,Деятельность по оказанию компьютерных информационных услуг телефонной связи                                                                                                                                                                                                                                                                                                                                                                                                                                         
2226,J,63.99.12,63,99,1,Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе                                                                                                                                                                                                                                                                                                                                                                                                                    
2227,J,63.99.2 ,63,99,2,"Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации                                                                                                                                                                                                                                                                                                                                                                                            "
2228,K,64      ,64,  , ,"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению                                                                                                                                                                                                                                                                                                                                                                                                               "
2229,K,64.1    ,64,1 , ,Денежное посредничество                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2230,K,64.11   ,64,11, ,Деятельность Центрального банка Российской Федерации (Банка России)                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2231,K,64.19   ,64,19, ,Денежное посредничество прочее                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2232,K,64.2    ,64,2 , ,Деятельность холдинговых компаний                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2233,K,64.20   ,64,20, ,Деятельность холдинговых компаний                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2234,K,64.3    ,64,3 , ,Деятельность инвестиционных фондов и аналогичных финансовых организаций                                                                                                                                                                                                                                                                                                                                                                                                                                             
2235,K,64.30   ,64,30, ,Деятельность инвестиционных фондов и аналогичных финансовых организаций                                                                                                                                                                                                                                                                                                                                                                                                                                             
2236,K,64.9    ,64,9 , ,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению                                                                                                                                                                                                                                                                                                                                                                                                        "
2237,K,64.91   ,64,91, ,Деятельность по финансовой аренде (лизингу/сублизингу)                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2238,K,64.91.1 ,64,91,1,Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных                                                                                                                                                                                                                                                                                                                                                                                                                                           
2239,K,64.91.2 ,64,91,2,"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных                                                                                                                                                                                                                                                                                                                                                                                                                  "
2240,K,64.92   ,64,92, ,Предоставление займов и прочих видов кредита                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2241,K,64.92.1 ,64,92,1,Деятельность по предоставлению потребительского кредита                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2242,K,64.92.2 ,64,92,2,Деятельность по предоставлению займов промышленности                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2243,K,64.92.3 ,64,92,3,Деятельность по предоставлению денежных ссуд под залог недвижимого имущества                                                                                                                                                                                                                                                                                                                                                                                                                                        
2244,K,64.92.4 ,64,92,4,"Деятельность по предоставлению кредитов на покупку домов специализированными учреждениями, не принимающими депозиты                                                                                                                                                                                                                                                                                                                                                                                                 "
2245,K,64.92.6 ,64,92,6,Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества                                                                                                                                                                                                                                                                                                                                                                                                                        
2246,K,64.92.7 ,64,92,7,Деятельность микрофинансовая                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2247,K,64.99   ,64,99, ,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки                                                                                                                                                                                                                                                                                                                                                                                    "
2248,K,64.99.1 ,64,99,1,Вложения в ценные бумаги                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2249,K,64.99.2 ,64,99,2,Деятельность дилерская                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2250,K,64.99.3 ,64,99,3,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний                                                                                                                                                                                                                                                                                                                                                                                                     "
2251,K,64.99.4 ,64,99,4,"Заключение свопов, опционов и других срочных сделок                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
2252,K,64.99.5 ,64,99,5,Предоставление факторинговых услуг                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2253,K,64.99.6 ,64,99,6,Деятельность по финансовой взаимопомощи                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2254,K,64.99.7 ,64,99,7,"Деятельность специализированного депозитария инвестиционных фондов, паевых инвестиционных фондов, негосударственных пенсионных фондов                                                                                                                                                                                                                                                                                                                                                                               "
2255,K,64.99.8 ,64,99,8,"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия                                                                                                                                                                                                                                                                                                                                                                                   "
2256,K,64.99.9 ,64,99,9,Деятельность жилищных накопительных кооперативов                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2257,K,65      ,65,  , ,"Страхование, перестрахование, деятельность негосударственных пенсионных фондов, кроме обязательного социального обеспечения                                                                                                                                                                                                                                                                                                                                                                                         "
2258,K,65.1    ,65,1 , ,Страхование                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2259,K,65.11   ,65,11, ,Страхование жизни                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2260,K,65.12   ,65,12, ,"Страхование, кроме страхования жизни                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
2261,K,65.12.1 ,65,12,1,Страхование медицинское                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2262,K,65.12.2 ,65,12,2,Страхование имущества                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2263,K,65.12.3 ,65,12,3,Страхование гражданской ответственности                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2264,K,65.12.4 ,65,12,4,Страхование от несчастных случаев и болезней                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2265,K,65.12.5 ,65,12,5,Страхование рисков                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2266,K,65.12.6 ,65,12,6,"Страхование для путешественника, выезжающего за пределы постоянного проживания                                                                                                                                                                                                                                                                                                                                                                                                                                      "
2267,K,65.12.9 ,65,12,9,"Прочие виды страхования, не включенные в другие группировки                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
2268,K,65.2    ,65,2 , ,Перестрахование                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2269,K,65.20   ,65,20, ,Перестрахование                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2270,K,65.3    ,65,3 , ,Деятельность негосударственных пенсионных фондов                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2271,K,65.30   ,65,30, ,Деятельность негосударственных пенсионных фондов                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2272,K,66      ,66,  , ,Деятельность вспомогательная в сфере финансовых услуг и страхования                                                                                                                                                                                                                                                                                                                                                                                                                                                 
